player_id,season,week,season_type,passing_epa,completions,attempts,passing_yards,passing_tds,interceptions
00-0033858,2023,5,REG,,0,0,0.0,0,0.0
00-0033858,2023,6,REG,,0,0,0.0,0,0.0
00-0033858,2023,7,REG,,0,0,0.0,0,0.0
00-0033858,2023,8,REG,-0.86183035,0,1,0.0,0,0.0
00-0033858,2023,9,REG,,0,0,0.0,0,0.0
00-0033858,2023,10,REG,,0,0,0.0,0,0.0
00-0033858,2023,13,REG,,0,0,0.0,0,0.0
00-0033858,2023,14,REG,,0,0,0.0,0,0.0
00-0033858,2023,15,REG,,0,0,0.0,0,0.0
00-0033858,2023,16,REG,,0,0,0.0,0,0.0
00-0033858,2023,17,REG,,0,0,0.0,0,0.0
00-0033858,2023,18,REG,,0,0,0.0,0,0.0
00-0033863,2023,18,REG,,0,0,0.0,0,0.0
00-0033869,2023,4,REG,-1.1255575,3,5,18.0,0,0.0
00-0033869,2023,8,REG,-7.6417146,15,27,138.0,1,2.0
00-0033869,2023,13,REG,8.028603,11,17,117.0,1,0.0
00-0033869,2023,14,REG,-16.507744,22,35,190.0,1,1.0
00-0033869,2023,15,REG,-2.4031188,16,23,169.0,1,2.0
00-0033873,2023,1,REG,-6.453613,21,39,226.0,2,1.0
00-0033873,2023,2,REG,10.558776,29,41,305.0,2,1.0
00-0033873,2023,3,REG,20.91733,24,33,272.0,3,0.0
00-0033873,2023,4,REG,0.63265085,18,30,203.0,1,2.0
00-0033873,2023,5,REG,14.760243,31,41,281.0,2,0.0
00-0033873,2023,6,REG,4.571162,30,40,306.0,1,1.0
00-0033873,2023,7,REG,22.319954,32,42,424.0,4,1.0
00-0033873,2023,8,REG,-10.966319,24,38,240.0,0,2.0
00-0033873,2023,9,REG,1.3612226,20,30,185.0,2,0.0
00-0033873,2023,11,REG,-8.025477,24,43,177.0,2,1.0
00-0033873,2023,12,REG,12.587396,27,34,298.0,2,0.0
00-0033873,2023,13,REG,3.9477346,21,33,210.0,1,1.0
00-0033873,2023,14,REG,-2.9969492,25,43,271.0,1,1.0
00-0033873,2023,15,REG,2.1093786,27,37,305.0,2,2.0
00-0033873,2023,16,REG,-14.331735,27,44,235.0,1,1.0
00-0033873,2023,17,REG,-0.030240402,21,29,245.0,1,0.0
00-0033881,2023,1,REG,,0,0,0.0,0,0.0
00-0033881,2023,2,REG,,0,0,0.0,0,0.0
00-0033881,2023,3,REG,,0,0,0.0,0,0.0
00-0033881,2023,4,REG,,0,0,0.0,0,0.0
00-0033881,2023,5,REG,,0,0,0.0,0,0.0
00-0033881,2023,6,REG,,0,0,0.0,0,0.0
00-0033881,2023,7,REG,,0,0,0.0,0,0.0
00-0033881,2023,8,REG,,0,0,0.0,0,0.0
00-0033881,2023,10,REG,,0,0,0.0,0,0.0
00-0033881,2023,11,REG,,0,0,0.0,0,0.0
00-0033881,2023,12,REG,,0,0,0.0,0,0.0
00-0033881,2023,13,REG,,0,0,0.0,0,0.0
00-0033881,2023,14,REG,,0,0,0.0,0,0.0
00-0033881,2023,15,REG,,0,0,0.0,0,0.0
00-0033881,2023,16,REG,,0,0,0.0,0,0.0
00-0033881,2023,17,REG,,0,0,0.0,0,0.0
00-0033881,2023,18,REG,,0,0,0.0,0,0.0
00-0033885,2023,1,REG,,0,0,0.0,0,0.0
00-0033885,2023,2,REG,,0,0,0.0,0,0.0
00-0033885,2023,3,REG,,0,0,0.0,0,0.0
00-0033885,2023,4,REG,,0,0,0.0,0,0.0
00-0033885,2023,6,REG,,0,0,0.0,0,0.0
00-0033885,2023,7,REG,,0,0,0.0,0,0.0
00-0033885,2023,8,REG,,0,0,0.0,0,0.0
00-0033885,2023,9,REG,,0,0,0.0,0,0.0
00-0033885,2023,10,REG,,0,0,0.0,0,0.0
00-0033885,2023,11,REG,,0,0,0.0,0,0.0
00-0033885,2023,12,REG,,0,0,0.0,0,0.0
00-0033885,2023,13,REG,,0,0,0.0,0,0.0
00-0033885,2023,14,REG,,0,0,0.0,0,0.0
00-0033885,2023,15,REG,,0,0,0.0,0,0.0
00-0033885,2023,16,REG,,0,0,0.0,0,0.0
00-0033885,2023,17,REG,,0,0,0.0,0,0.0
00-0033891,2023,1,REG,,0,0,0.0,0,0.0
00-0033891,2023,2,REG,,0,0,0.0,0,0.0
00-0033891,2023,5,REG,,0,0,0.0,0,0.0
00-0033891,2023,11,REG,,0,0,0.0,0,0.0
00-0033891,2023,12,REG,,0,0,0.0,0,0.0
00-0033891,2023,13,REG,,0,0,0.0,0,0.0
00-0033891,2023,14,REG,,0,0,0.0,0,0.0
00-0033891,2023,15,REG,,0,0,0.0,0,0.0
00-0033891,2023,18,REG,,0,0,0.0,0,0.0
00-0033893,2023,1,REG,,0,0,0.0,0,0.0
00-0033893,2023,2,REG,,0,0,0.0,0,0.0
00-0033893,2023,3,REG,,0,0,0.0,0,0.0
00-0033893,2023,4,REG,,0,0,0.0,0,0.0
00-0033893,2023,5,REG,,0,0,0.0,0,0.0
00-0033893,2023,6,REG,,0,0,0.0,0,0.0
00-0033893,2023,8,REG,,0,0,0.0,0,0.0
00-0033893,2023,9,REG,,0,0,0.0,0,0.0
00-0033893,2023,10,REG,,0,0,0.0,0,0.0
00-0033893,2023,11,REG,,0,0,0.0,0,0.0
00-0033893,2023,12,REG,,0,0,0.0,0,0.0
00-0033893,2023,13,REG,,0,0,0.0,0,0.0
00-0033893,2023,14,REG,,0,0,0.0,0,0.0
00-0033893,2023,15,REG,,0,0,0.0,0,0.0
00-0033895,2023,1,REG,,0,0,0.0,0,0.0
00-0033895,2023,2,REG,,0,0,0.0,0,0.0
00-0033895,2023,3,REG,,0,0,0.0,0,0.0
00-0033895,2023,4,REG,,0,0,0.0,0,0.0
00-0033895,2023,6,REG,,0,0,0.0,0,0.0
00-0033895,2023,7,REG,,0,0,0.0,0,0.0
00-0033895,2023,9,REG,,0,0,0.0,0,0.0
00-0033895,2023,10,REG,,0,0,0.0,0,0.0
00-0033895,2023,12,REG,,0,0,0.0,0,0.0
00-0033895,2023,13,REG,,0,0,0.0,0,0.0
00-0033895,2023,14,REG,,0,0,0.0,0,0.0
00-0033895,2023,15,REG,,0,0,0.0,0,0.0
00-0033895,2023,16,REG,,0,0,0.0,0,0.0
00-0033895,2023,17,REG,,0,0,0.0,0,0.0
00-0033895,2023,18,REG,,0,0,0.0,0,0.0
00-0033897,2023,1,REG,,0,0,0.0,0,0.0
00-0033897,2023,2,REG,,0,0,0.0,0,0.0
00-0033897,2023,3,REG,,0,0,0.0,0,0.0
00-0033897,2023,4,REG,,0,0,0.0,0,0.0
00-0033897,2023,5,REG,,0,0,0.0,0,0.0
00-0033897,2023,6,REG,,0,0,0.0,0,0.0
00-0033897,2023,8,REG,,0,0,0.0,0,0.0
00-0033897,2023,9,REG,,0,0,0.0,0,0.0
00-0033897,2023,10,REG,,0,0,0.0,0,0.0
00-0033897,2023,11,REG,,0,0,0.0,0,0.0
00-0033897,2023,12,REG,,0,0,0.0,0,0.0
00-0033897,2023,13,REG,,0,0,0.0,0,0.0
00-0033897,2023,14,REG,,0,0,0.0,0,0.0
00-0033897,2023,15,REG,,0,0,0.0,0,0.0
00-0033897,2023,16,REG,,0,0,0.0,0,0.0
00-0033897,2023,17,REG,,0,0,0.0,0,0.0
00-0033897,2023,18,REG,,0,0,0.0,0,0.0
00-0033906,2023,4,REG,,0,0,0.0,0,0.0
00-0033906,2023,5,REG,,0,0,0.0,0,0.0
00-0033906,2023,6,REG,,0,0,0.0,0,0.0
00-0033906,2023,7,REG,,0,0,0.0,0,0.0
00-0033906,2023,8,REG,,0,0,0.0,0,0.0
00-0033906,2023,9,REG,,0,0,0.0,0,0.0
00-0033906,2023,10,REG,,0,0,0.0,0,0.0
00-0033906,2023,12,REG,,0,0,0.0,0,0.0
00-0033906,2023,13,REG,,0,0,0.0,0,0.0
00-0033906,2023,14,REG,,0,0,0.0,0,0.0
00-0033906,2023,15,REG,,0,0,0.0,0,0.0
00-0033906,2023,16,REG,,0,0,0.0,0,0.0
00-0033906,2023,17,REG,,0,0,0.0,0,0.0
00-0033908,2023,5,REG,,0,0,0.0,0,0.0
00-0033908,2023,6,REG,,0,0,0.0,0,0.0
00-0033908,2023,7,REG,,0,0,0.0,0,0.0
00-0033908,2023,8,REG,,0,0,0.0,0,0.0
00-0033908,2023,9,REG,,0,0,0.0,0,0.0
00-0033908,2023,11,REG,,0,0,0.0,0,0.0
00-0033908,2023,12,REG,,0,0,0.0,0,0.0
00-0033908,2023,13,REG,,0,0,0.0,0,0.0
00-0033908,2023,14,REG,,0,0,0.0,0,0.0
00-0033908,2023,15,REG,,0,0,0.0,0,0.0
00-0033908,2023,16,REG,,0,0,0.0,0,0.0
00-0033908,2023,17,REG,,0,0,0.0,0,0.0
00-0033921,2023,1,REG,,0,0,0.0,0,0.0
00-0033921,2023,2,REG,,0,0,0.0,0,0.0
00-0033921,2023,3,REG,,0,0,0.0,0,0.0
00-0033921,2023,4,REG,-0.71117306,0,1,0.0,0,0.0
00-0033921,2023,6,REG,,0,0,0.0,0,0.0
00-0033921,2023,7,REG,,0,0,0.0,0,0.0
00-0033921,2023,8,REG,,0,0,0.0,0,0.0
00-0033921,2023,9,REG,,0,0,0.0,0,0.0
00-0033921,2023,10,REG,,0,0,0.0,0,0.0
00-0033921,2023,11,REG,,0,0,0.0,0,0.0
00-0033921,2023,12,REG,,0,0,0.0,0,0.0
00-0033921,2023,13,REG,,0,0,0.0,0,0.0
00-0033921,2023,14,REG,,0,0,0.0,0,0.0
00-0033921,2023,15,REG,,0,0,0.0,0,0.0
00-0033921,2023,16,REG,,0,0,0.0,0,0.0
00-0033921,2023,17,REG,,0,0,0.0,0,0.0
00-0033921,2023,18,REG,,0,0,0.0,0,0.0
00-0033923,2023,3,REG,,0,0,0.0,0,0.0
00-0033923,2023,4,REG,,0,0,0.0,0,0.0
00-0033923,2023,6,REG,,0,0,0.0,0,0.0
00-0033923,2023,7,REG,,0,0,0.0,0,0.0
00-0033923,2023,8,REG,,0,0,0.0,0,0.0
00-0033923,2023,9,REG,,0,0,0.0,0,0.0
00-0033923,2023,10,REG,,0,0,0.0,0,0.0
00-0033923,2023,11,REG,,0,0,0.0,0,0.0
00-0033923,2023,12,REG,,0,0,0.0,0,0.0
00-0033923,2023,13,REG,,0,0,0.0,0,0.0
00-0033923,2023,14,REG,,0,0,0.0,0,0.0
00-0033923,2023,15,REG,,0,0,0.0,0,0.0
00-0033923,2023,16,REG,,0,0,0.0,0,0.0
00-0033923,2023,17,REG,,0,0,0.0,0,0.0
00-0033923,2023,18,REG,,0,0,0.0,0,0.0
00-0033925,2023,1,REG,,0,0,0.0,0,0.0
00-0033925,2023,6,REG,,0,0,0.0,0,0.0
00-0033925,2023,7,REG,,0,0,0.0,0,0.0
00-0033925,2023,8,REG,,0,0,0.0,0,0.0
00-0033925,2023,9,REG,,0,0,0.0,0,0.0
00-0033925,2023,10,REG,,0,0,0.0,0,0.0
00-0033925,2023,11,REG,,0,0,0.0,0,0.0
00-0033925,2023,14,REG,,0,0,0.0,0,0.0
00-0033925,2023,15,REG,,0,0,0.0,0,0.0
00-0033936,2023,3,REG,0.42687327,2,2,9.0,0,0.0
00-0033936,2023,6,REG,,0,0,0.0,0,0.0
00-0033936,2023,10,REG,-1.0978969,1,2,5.0,0,0.0
00-0033936,2023,13,REG,0.9100369,9,10,63.0,0,0.0
00-0033936,2023,16,REG,0.15062478,11,15,94.0,1,0.0
00-0033936,2023,17,REG,5.1910768,17,24,178.0,0,0.0
00-0033943,2023,1,REG,,0,0,0.0,0,0.0
00-0033943,2023,2,REG,,0,0,0.0,0,0.0
00-0033943,2023,4,REG,,0,0,0.0,0,0.0
00-0033943,2023,5,REG,,0,0,0.0,0,0.0
00-0033943,2023,6,REG,,0,0,0.0,0,0.0
00-0033943,2023,7,REG,,0,0,0.0,0,0.0
00-0033943,2023,8,REG,,0,0,0.0,0,0.0
00-0033943,2023,10,REG,,0,0,0.0,0,0.0
00-0033943,2023,11,REG,,0,0,0.0,0,0.0
00-0033943,2023,12,REG,,0,0,0.0,0,0.0
00-0033943,2023,13,REG,,0,0,0.0,0,0.0
00-0033943,2023,14,REG,,0,0,0.0,0,0.0
00-0033943,2023,15,REG,,0,0,0.0,0,0.0
00-0033943,2023,16,REG,,0,0,0.0,0,0.0
00-0033943,2023,17,REG,,0,0,0.0,0,0.0
00-0033943,2023,18,REG,,0,0,0.0,0,0.0
00-0033948,2023,1,REG,,0,0,0.0,0,0.0
00-0033948,2023,2,REG,,0,0,0.0,0,0.0
00-0033948,2023,7,REG,,0,0,0.0,0,0.0
00-0033948,2023,8,REG,,0,0,0.0,0,0.0
00-0033948,2023,9,REG,,0,0,0.0,0,0.0
00-0033948,2023,10,REG,,0,0,0.0,0,0.0
00-0033948,2023,12,REG,,0,0,0.0,0,0.0
00-0033948,2023,13,REG,,0,0,0.0,0,0.0
00-0033948,2023,14,REG,,0,0,0.0,0,0.0
00-0033948,2023,15,REG,,0,0,0.0,0,0.0
00-0033948,2023,16,REG,,0,0,0.0,0,0.0
00-0033948,2023,17,REG,,0,0,0.0,0,0.0
00-0033948,2023,18,REG,,0,0,0.0,0,0.0
00-0033949,2023,1,REG,-9.239668,21,30,132.0,0,0.0
00-0033949,2023,2,REG,7.4308853,21,31,228.0,1,0.0
00-0033949,2023,3,REG,4.5606313,17,21,189.0,1,0.0
00-0033949,2023,4,REG,3.898311,28,41,265.0,2,0.0
00-0033949,2023,5,REG,-15.651534,15,32,166.0,2,2.0
00-0033949,2023,6,REG,-17.462166,21,41,235.0,0,1.0
00-0033949,2023,7,REG,-12.358148,19,33,146.0,0,0.0
00-0033949,2023,8,REG,-8.7447195,25,37,208.0,2,2.0
00-0033949,2023,9,REG,-4.9695754,20,30,158.0,2,0.0
00-0033949,2023,10,REG,8.314626,23,34,268.0,1,0.0
00-0033949,2023,11,REG,1.0614778,20,32,221.0,1,1.0
00-0033949,2023,12,REG,-23.790539,22,32,185.0,1,4.0
00-0033949,2023,14,REG,-13.799239,10,23,63.0,0,0.0
00-0033958,2023,7,REG,-0.09442649,0,0,0.0,0,0.0
00-0034054,2023,1,REG,,0,0,0.0,0,0.0
00-0034054,2023,2,REG,,0,0,0.0,0,0.0
00-0034054,2023,3,REG,,0,0,0.0,0,0.0
00-0034054,2023,13,REG,,0,0,0.0,0,0.0
00-0034054,2023,17,REG,,0,0,0.0,0,0.0
00-0034054,2023,18,REG,,0,0,0.0,0,0.0
00-0034073,2023,6,REG,,0,0,0.0,0,0.0
00-0034073,2023,7,REG,,0,0,0.0,0,0.0
00-0034115,2023,7,REG,,0,0,0.0,0,0.0
00-0034115,2023,8,REG,,0,0,0.0,0,0.0
00-0034115,2023,9,REG,,0,0,0.0,0,0.0
00-0034115,2023,12,REG,,0,0,0.0,0,0.0
00-0034115,2023,13,REG,,0,0,0.0,0,0.0
00-0034115,2023,15,REG,,0,0,0.0,0,0.0
00-0034115,2023,16,REG,,0,0,0.0,0,0.0
00-0034115,2023,17,REG,,0,0,0.0,0,0.0
00-0034115,2023,18,REG,,0,0,0.0,0,0.0
00-0034159,2023,1,REG,,0,0,0.0,0,0.0
00-0034159,2023,2,REG,,0,0,0.0,0,0.0
00-0034159,2023,6,REG,,0,0,0.0,0,0.0
00-0034159,2023,9,REG,,0,0,0.0,0,0.0
00-0034159,2023,10,REG,,0,0,0.0,0,0.0
00-0034159,2023,11,REG,,0,0,0.0,0,0.0
00-0034159,2023,12,REG,,0,0,0.0,0,0.0
00-0034159,2023,13,REG,,0,0,0.0,0,0.0
00-0034159,2023,14,REG,,0,0,0.0,0,0.0
00-0034159,2023,15,REG,,0,0,0.0,0,0.0
00-0034159,2023,16,REG,,0,0,0.0,0,0.0
00-0034159,2023,18,REG,,0,0,0.0,0,0.0
00-0034171,2023,3,REG,,0,0,0.0,0,0.0
00-0034177,2023,11,REG,-7.6435857,7,14,33.0,0,1.0
00-0034177,2023,12,REG,-18.667585,27,38,179.0,1,2.0
00-0034177,2023,13,REG,-4.6764073,14,25,148.0,0,1.0
00-0034184,2023,1,REG,,0,0,0.0,0,0.0
00-0034184,2023,2,REG,,0,0,0.0,0,0.0
00-0034184,2023,3,REG,,0,0,0.0,0,0.0
00-0034184,2023,4,REG,,0,0,0.0,0,0.0
00-0034184,2023,5,REG,,0,0,0.0,0,0.0
00-0034184,2023,6,REG,,0,0,0.0,0,0.0
00-0034184,2023,7,REG,,0,0,0.0,0,0.0
00-0034184,2023,8,REG,,0,0,0.0,0,0.0
00-0034184,2023,9,REG,,0,0,0.0,0,0.0
00-0034184,2023,10,REG,,0,0,0.0,0,0.0
00-0034184,2023,11,REG,,0,0,0.0,0,0.0
00-0034184,2023,12,REG,,0,0,0.0,0,0.0
00-0034184,2023,14,REG,,0,0,0.0,0,0.0
00-0034184,2023,15,REG,,0,0,0.0,0,0.0
00-0034184,2023,16,REG,,0,0,0.0,0,0.0
00-0034184,2023,17,REG,,0,0,0.0,0,0.0
00-0034184,2023,18,REG,,0,0,0.0,0,0.0
00-0034193,2023,17,REG,,0,0,0.0,0,0.0
00-0034193,2023,18,REG,,0,0,0.0,0,0.0
00-0034208,2023,1,REG,,0,0,0.0,0,0.0
00-0034208,2023,4,REG,,0,0,0.0,0,0.0
00-0034208,2023,6,REG,,0,0,0.0,0,0.0
00-0034208,2023,8,REG,,0,0,0.0,0,0.0
00-0034208,2023,9,REG,,0,0,0.0,0,0.0
00-0034208,2023,10,REG,,0,0,0.0,0,0.0
00-0034208,2023,11,REG,,0,0,0.0,0,0.0
00-0034270,2023,1,REG,,0,0,0.0,0,0.0
00-0034270,2023,2,REG,,0,0,0.0,0,0.0
00-0034270,2023,3,REG,,0,0,0.0,0,0.0
00-0034270,2023,4,REG,,0,0,0.0,0,0.0
00-0034270,2023,5,REG,,0,0,0.0,0,0.0
00-0034270,2023,6,REG,,0,0,0.0,0,0.0
00-0034270,2023,8,REG,,0,0,0.0,0,0.0
00-0034270,2023,9,REG,,0,0,0.0,0,0.0
00-0034270,2023,10,REG,,0,0,0.0,0,0.0
00-0034270,2023,11,REG,,0,0,0.0,0,0.0
00-0034270,2023,12,REG,,0,0,0.0,0,0.0
00-0034270,2023,13,REG,,0,0,0.0,0,0.0
00-0034270,2023,14,REG,,0,0,0.0,0,0.0
00-0034270,2023,15,REG,,0,0,0.0,0,0.0
00-0034270,2023,16,REG,,0,0,0.0,0,0.0
00-0034270,2023,17,REG,,0,0,0.0,0,0.0
00-0034270,2023,18,REG,,0,0,0.0,0,0.0
00-0034272,2023,1,REG,,0,0,0.0,0,0.0
00-0034272,2023,2,REG,,0,0,0.0,0,0.0
00-0034272,2023,3,REG,,0,0,0.0,0,0.0
00-0034272,2023,4,REG,,0,0,0.0,0,0.0
00-0034272,2023,5,REG,,0,0,0.0,0,0.0
00-0034272,2023,6,REG,,0,0,0.0,0,0.0
00-0034272,2023,7,REG,,0,0,0.0,0,0.0
00-0034272,2023,8,REG,,0,0,0.0,0,0.0
00-0034272,2023,9,REG,,0,0,0.0,0,0.0
00-0034272,2023,11,REG,,0,0,0.0,0,0.0
00-0034272,2023,12,REG,,0,0,0.0,0,0.0
00-0034272,2023,13,REG,,0,0,0.0,0,0.0
00-0034272,2023,14,REG,,0,0,0.0,0,0.0
00-0034272,2023,15,REG,,0,0,0.0,0,0.0
00-0034272,2023,16,REG,,0,0,0.0,0,0.0
00-0034272,2023,17,REG,,0,0,0.0,0,0.0
00-0034279,2023,4,REG,,0,0,0.0,0,0.0
00-0034279,2023,5,REG,,0,0,0.0,0,0.0
00-0034279,2023,10,REG,,0,0,0.0,0,0.0
00-0034279,2023,11,REG,,0,0,0.0,0,0.0
00-0034279,2023,18,REG,,0,0,0.0,0,0.0
00-0034286,2023,1,REG,,0,0,0.0,0,0.0
00-0034286,2023,2,REG,,0,0,0.0,0,0.0
00-0034286,2023,13,REG,,0,0,0.0,0,0.0
00-0034286,2023,14,REG,,0,0,0.0,0,0.0
00-0034286,2023,15,REG,,0,0,0.0,0,0.0
00-0034286,2023,16,REG,,0,0,0.0,0,0.0
00-0034286,2023,17,REG,,0,0,0.0,0,0.0
00-0034286,2023,18,REG,,0,0,0.0,0,0.0
00-0034297,2023,2,REG,,0,0,0.0,0,0.0
00-0034297,2023,4,REG,,0,0,0.0,0,0.0
00-0034297,2023,5,REG,,0,0,0.0,0,0.0
00-0034297,2023,7,REG,,0,0,0.0,0,0.0
00-0034297,2023,8,REG,,0,0,0.0,0,0.0
00-0034297,2023,9,REG,,0,0,0.0,0,0.0
00-0034297,2023,10,REG,,0,0,0.0,0,0.0
00-0034297,2023,11,REG,,0,0,0.0,0,0.0
00-0034297,2023,12,REG,,0,0,0.0,0,0.0
00-0034297,2023,15,REG,,0,0,0.0,0,0.0
00-0034297,2023,16,REG,,0,0,0.0,0,0.0
00-0034297,2023,17,REG,,0,0,0.0,0,0.0
00-0034317,2023,1,REG,,0,0,0.0,0,0.0
00-0034317,2023,2,REG,,0,0,0.0,0,0.0
00-0034317,2023,3,REG,,0,0,0.0,0,0.0
00-0034317,2023,5,REG,,0,0,0.0,0,0.0
00-0034317,2023,12,REG,,0,0,0.0,0,0.0
00-0034317,2023,15,REG,,0,0,0.0,0,0.0
00-0034317,2023,16,REG,,0,0,0.0,0,0.0
00-0034348,2023,1,REG,,0,0,0.0,0,0.0
00-0034348,2023,2,REG,,0,0,0.0,0,0.0
00-0034348,2023,3,REG,,0,0,0.0,0,0.0
00-0034348,2023,4,REG,,0,0,0.0,0,0.0
00-0034348,2023,5,REG,,0,0,0.0,0,0.0
00-0034348,2023,6,REG,,0,0,0.0,0,0.0
00-0034348,2023,7,REG,,0,0,0.0,0,0.0
00-0034348,2023,8,REG,,0,0,0.0,0,0.0
00-0034348,2023,10,REG,,0,0,0.0,0,0.0
00-0034348,2023,11,REG,,0,0,0.0,0,0.0
00-0034348,2023,12,REG,,0,0,0.0,0,0.0
00-0034348,2023,13,REG,,0,0,0.0,0,0.0
00-0034348,2023,14,REG,,0,0,0.0,0,0.0
00-0034348,2023,15,REG,,0,0,0.0,0,0.0
00-0034348,2023,16,REG,,0,0,0.0,0,0.0
00-0034348,2023,18,REG,,0,0,0.0,0,0.0
00-0034351,2023,1,REG,,0,0,0.0,0,0.0
00-0034351,2023,2,REG,,0,0,0.0,0,0.0
00-0034351,2023,3,REG,,0,0,0.0,0,0.0
00-0034351,2023,4,REG,,0,0,0.0,0,0.0
00-0034351,2023,5,REG,,0,0,0.0,0,0.0
00-0034351,2023,6,REG,,0,0,0.0,0,0.0
00-0034351,2023,7,REG,,0,0,0.0,0,0.0
00-0034351,2023,8,REG,,0,0,0.0,0,0.0
00-0034351,2023,9,REG,,0,0,0.0,0,0.0
00-0034351,2023,14,REG,,0,0,0.0,0,0.0
00-0034351,2023,15,REG,,0,0,0.0,0,0.0
00-0034351,2023,16,REG,,0,0,0.0,0,0.0
00-0034351,2023,17,REG,,0,0,0.0,0,0.0
00-0034351,2023,18,REG,,0,0,0.0,0,0.0
00-0034364,2023,1,REG,,0,0,0.0,0,0.0
00-0034364,2023,2,REG,,0,0,0.0,0,0.0
00-0034364,2023,4,REG,,0,0,0.0,0,0.0
00-0034364,2023,6,REG,,0,0,0.0,0,0.0
00-0034364,2023,8,REG,,0,0,0.0,0,0.0
00-0034364,2023,9,REG,,0,0,0.0,0,0.0
00-0034364,2023,10,REG,,0,0,0.0,0,0.0
00-0034364,2023,13,REG,,0,0,0.0,0,0.0
00-0034364,2023,14,REG,,0,0,0.0,0,0.0
00-0034364,2023,15,REG,,0,0,0.0,0,0.0
00-0034364,2023,16,REG,,0,0,0.0,0,0.0
00-0034364,2023,17,REG,,0,0,0.0,0,0.0
00-0034364,2023,18,REG,,0,0,0.0,0,0.0
00-0034365,2023,3,REG,,0,0,0.0,0,0.0
00-0034365,2023,4,REG,,0,0,0.0,0,0.0
00-0034365,2023,5,REG,,0,0,0.0,0,0.0
00-0034365,2023,12,REG,,0,0,0.0,0,0.0
00-0034365,2023,13,REG,,0,0,0.0,0,0.0
00-0034365,2023,17,REG,,0,0,0.0,0,0.0
00-0034365,2023,18,REG,,0,0,0.0,0,0.0
00-0034383,2023,1,REG,,0,0,0.0,0,0.0
00-0034383,2023,2,REG,,0,0,0.0,0,0.0
00-0034383,2023,3,REG,,0,0,0.0,0,0.0
00-0034383,2023,4,REG,,0,0,0.0,0,0.0
00-0034383,2023,5,REG,,0,0,0.0,0,0.0
00-0034383,2023,6,REG,,0,0,0.0,0,0.0
00-0034383,2023,8,REG,,0,0,0.0,0,0.0
00-0034383,2023,9,REG,,0,0,0.0,0,0.0
00-0034383,2023,10,REG,,0,0,0.0,0,0.0
00-0034383,2023,11,REG,,0,0,0.0,0,0.0
00-0034383,2023,12,REG,,0,0,0.0,0,0.0
00-0034383,2023,15,REG,,0,0,0.0,0,0.0
00-0034383,2023,16,REG,,0,0,0.0,0,0.0
00-0034383,2023,17,REG,,0,0,0.0,0,0.0
00-0034383,2023,18,REG,,0,0,0.0,0,0.0
00-0034386,2023,1,REG,,0,0,0.0,0,0.0
00-0034386,2023,2,REG,,0,0,0.0,0,0.0
00-0034386,2023,3,REG,,0,0,0.0,0,0.0
00-0034386,2023,4,REG,,0,0,0.0,0,0.0
00-0034386,2023,5,REG,,0,0,0.0,0,0.0
00-0034386,2023,6,REG,,0,0,0.0,0,0.0
00-0034386,2023,8,REG,,0,0,0.0,0,0.0
00-0034386,2023,9,REG,,0,0,0.0,0,0.0
00-0034386,2023,11,REG,,0,0,0.0,0,0.0
00-0034386,2023,12,REG,,0,0,0.0,0,0.0
00-0034386,2023,14,REG,,0,0,0.0,0,0.0
00-0034386,2023,15,REG,,0,0,0.0,0,0.0
00-0034386,2023,16,REG,,0,0,0.0,0,0.0
00-0034386,2023,17,REG,,0,0,0.0,0,0.0
00-0034386,2023,18,REG,,0,0,0.0,0,0.0
00-0034401,2023,3,REG,4.690234,2,2,67.0,1,0.0
00-0034401,2023,6,REG,-8.976948,0,1,0.0,0,1.0
00-0034401,2023,12,REG,,0,0,0.0,0,0.0
00-0034401,2023,13,REG,-1.0640874,1,1,3.0,0,0.0
00-0034401,2023,15,REG,-1.8901006,2,2,4.0,0,0.0
00-0034401,2023,17,REG,,0,0,0.0,0,0.0
00-0034407,2023,4,REG,,0,0,0.0,0,0.0
00-0034407,2023,5,REG,,0,0,0.0,0,0.0
00-0034407,2023,6,REG,,0,0,0.0,0,0.0
00-0034407,2023,7,REG,,0,0,0.0,0,0.0
00-0034407,2023,8,REG,,0,0,0.0,0,0.0
00-0034407,2023,12,REG,,0,0,0.0,0,0.0
00-0034407,2023,18,REG,,0,0,0.0,0,0.0
00-0034414,2023,1,REG,,0,0,0.0,0,0.0
00-0034414,2023,2,REG,,0,0,0.0,0,0.0
00-0034414,2023,6,REG,,0,0,0.0,0,0.0
00-0034414,2023,8,REG,,0,0,0.0,0,0.0
00-0034414,2023,11,REG,,0,0,0.0,0,0.0
00-0034414,2023,12,REG,,0,0,0.0,0,0.0
00-0034414,2023,13,REG,,0,0,0.0,0,0.0
00-0034414,2023,14,REG,,0,0,0.0,0,0.0
00-0034414,2023,16,REG,,0,0,0.0,0,0.0
00-0034414,2023,18,REG,,0,0,0.0,0,0.0
00-0034418,2023,4,REG,,0,0,0.0,0,0.0
00-0034418,2023,5,REG,,0,0,0.0,0,0.0
00-0034418,2023,7,REG,-1.3574524,0,0,0.0,0,0.0
00-0034418,2023,8,REG,,0,0,0.0,0,0.0
00-0034418,2023,9,REG,,0,0,0.0,0,0.0
00-0034418,2023,11,REG,,0,0,0.0,0,0.0
00-0034418,2023,14,REG,,0,0,0.0,0,0.0
00-0034418,2023,15,REG,,0,0,0.0,0,0.0
